Job Title,Company,Location,Work Type,Salary,Link
Beauty Advisor BSD,PT NRI Global Mandiri (Nature Republic Indonesia),"Serpong Utara, Tangerang Selatan, Banten, Indonesia",+2,"Rp2,6jt-Rp2,8jt",https://glints.com/id/opportunities/jobs/beauty-advisor-bsd/92bf5318-1d32-418d-9be9-8b73e6394a30?utm_referrer=explore
Penanggung Jawab Teknis,PT.Golden Hitech Indonesia,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,"Rp2,9jt-Rp29jt",https://glints.com/id/opportunities/jobs/penanggung-jawab-teknis/545c0bc8-6071-4dfb-8bb4-fb64bbbe0b70?utm_referrer=explore
Host Live Streaming,GIO CARDIN,"Bojongloa Kidul, Bandung, Jawa Barat, Indonesia",Kurang dari setahun,"Rp2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/host-live-streaming/30a641aa-c685-4d30-acaa-c4e24ca6dd60?utm_referrer=explore
Japanese-Speaking Account Executive,PT Netmarks Indonesia,"Pademangan, Jakarta Utara, DKI Jakarta, Indonesia",Minimal Sarjana (S1),"Rp3jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/japanese-speaking-account-executive/ffa97673-e0f8-405c-98ea-9ca948a35c08?utm_referrer=explore
Kepala Sekolah,Mr. BOB Kampung Inggris,"Kebon Sari, Kab. Madiun, Jawa Timur, Indonesia",Public Speaking,"Rp2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/kepala-sekolah/9db4055d-9550-475c-b2bd-87a74c8407c5?utm_referrer=explore
Desk Collection,PT. Tritunggal Buana Sejahtera,"Pagedangan, Kab. Tangerang, Banten, Indonesia",+3,"Rp1,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/desk-collection/d050b376-ee98-4ca1-86e1-54928d6840dc?utm_referrer=explore
Consumer Loan Marketing,PT Valdo INC Bekasi,"Pondok Gede, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/consumer-loan-marketing/1c6c6d31-f8c8-4614-9cbc-94fbe816ce72?utm_referrer=explore
Sales Engineer,PT Chemitra Abadi,"Pinang, Tangerang, Banten, Indonesia",Kurang dari setahun,"USD1rb-USD1,4rb",https://glints.com/id/opportunities/jobs/sales-engineer/9625471e-6c56-4323-91bd-e844e4fc83d9?utm_referrer=explore
ACCOUNT OFFICER DEVELOPMENT PROGRAM,Pt Bprs Al Salaam Amal Salman,"Bogor Utara, Bogor, Jawa Barat, Indonesia",Minimal SMA/SMK,"USD1rb-USD1,4rb",https://glints.com/id/opportunities/jobs/account-officer-development-program/1ee2c675-a99f-4476-9997-34ac144ac930?utm_referrer=explore
LOWONGAN PENGEMUDI TAXI BLUEBIRD,Bluebird Pool Peta Selatan,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Komunikatif,N/A,https://glints.com/id/opportunities/jobs/lowongan-pengemudi-taxi-bluebird/ec63087b-a83c-4577-8a18-a46f8e166222?utm_referrer=explore
Sales Canvas,Sumber Nelayan Indonesia,"Rancaekek, Kab. Bandung, Jawa Barat, Indonesia",Berpenampilan Menarik,N/A,https://glints.com/id/opportunities/jobs/sales-canvas/e5ccddbe-3b6f-47d2-804c-f4bf8c7702cb?utm_referrer=explore
Account Manager,Gtech Group,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/account-manager/ccef0543-799c-4c9c-9a58-02bfa7298a03?utm_referrer=explore
Collection Officer,PT.SINAR JERNIH SUKSESINDO,"Peterongan, Kab. Jombang, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/collection-officer/c3a5bef2-17f1-473b-9d22-8c71c9deacd5?utm_referrer=explore
Freelance Photographer & Videographer,Kala Memoto,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/freelance-photographer-and-videographer/5b2132fe-a5d8-4300-a419-84a318dc04c3?utm_referrer=explore
Admin Penagihan,KSP Graha Arthamas,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/admin-penagihan/02056765-40f8-4213-84da-fc1656b2891e?utm_referrer=explore
Accounting Internship,PT Multi Guna Maritim,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Good Loking,N/A,https://glints.com/id/opportunities/jobs/accounting-internship/11fc6515-4884-4f77-bd8e-57b0307d00f8?utm_referrer=explore
Teknisi Alat Kesehatan,PT. MULTIMEDILAB KARYAMANDIRI,"Bandung Kidul, Bandung, Jawa Barat, Indonesia",Public Speaking Skills,N/A,https://glints.com/id/opportunities/jobs/teknisi-alat-kesehatan/be29bfa3-5d80-4b3f-ba22-b61d3520643c?utm_referrer=explore
DevOps Intern,Seeds Finance,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/devops-intern/c209303c-340f-480d-9df3-4279b3e52cf4?utm_referrer=explore
Sales Executive,Lancar Jaya Abadi,"Gresik, Kab. Gresik, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/sales-executive/e9ecf560-5144-49bb-a72b-4fff0e613ff6?utm_referrer=explore
Instructional Designer (Remote),PT. Mega Harapan Mulia (Kelas.com),"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/instructional-designer-remote/3a674071-64b8-4b43-b3f7-7989e9407960?utm_referrer=explore
Sales Counter,PT BEVOS AUTO MANDIRI,"Denpasar Barat, Denpasar, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/sales-counter/af2d45ba-8acc-4fb4-8034-43b544ba9fcf?utm_referrer=explore
Account Executive,MyRepublic Jawa Timur,"Madiun, Kab. Madiun, Jawa Timur, Indonesia",Passionate about Beauty,N/A,https://glints.com/id/opportunities/jobs/account-executive/6981af17-1a1f-4dae-adc6-9528d1fe5fb4?utm_referrer=explore
Business Development Officer - Tanggerang,PT Cilia Prisma Utama Makmur,"Tangerang, Tangerang, Banten, Indonesia",+9,N/A,https://glints.com/id/opportunities/jobs/business-development-officer-tanggerang/dacfc349-e43c-4f7d-8dd5-ee9a2bd0cfb5?utm_referrer=explore
Admin Sosial Media dan Konten Kreator,Ray White Bintaro Trade Center,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/admin-sosial-media-dan-konten-kreator/ea1956f0-1cf4-4659-ada6-a9afafa0bd39?utm_referrer=explore
Account Executive 会计助理,OTT InfoTech,"Medan Area, Medan, Sumatera Utara, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/account-executive-会计助理/0ea1b2e7-6389-45ac-818e-259499d276ee?utm_referrer=explore
Account Executive 会计助理,OTT InfoTech,"Makasar, Jakarta Timur, DKI Jakarta, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/account-executive-会计助理/4b79898c-a733-43de-b5d1-e10512e733c2?utm_referrer=explore
Crew Store,Shake Shake In A Tub Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,"Rp3,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/crew-store/14b5d765-42fc-4c44-9bd4-b248823355e0?utm_referrer=explore
Compliance Intern,Jack,"Pancoran, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,"Rp4,5jt-Rp6jt",https://glints.com/id/opportunities/jobs/compliance-intern/7b86c608-a3e9-4c5f-ba96-811423d59be5?utm_referrer=explore
Kordinator Sarpras,Dafi Pesantren Al-Quran Science Sidoarjo,"Sukodono, Sidoarjo, Jawa Timur, Indonesia",Minimal SMA/SMK,"Rp4,5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/kordinator-sarpras/4f523b3f-b482-4d3a-9d76-fc820a25a929?utm_referrer=explore
Guru BK,Dafi Pesantren Al-Quran Science Sidoarjo,"Sukodono, Sidoarjo, Jawa Timur, Indonesia",Berpenampilan Rapi,N/A,https://glints.com/id/opportunities/jobs/guru-bk/9df1eb50-c1fc-4651-bd91-60af5ecb111d?utm_referrer=explore
Musyrif,Dafi Pesantren Al-Quran Science Sidoarjo,"Sukodono, Sidoarjo, Jawa Timur, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/musyrif/37c2615f-6ec5-4a57-b0f2-35b9e5bd623a?utm_referrer=explore
Talent Host Livestreamer,Ditusi Gaming,"Kelapa Dua, Tangerang, Banten, Indonesia",Magang,N/A,https://glints.com/id/opportunities/jobs/talent-host-livestreamer/54058d17-5ebc-4e9b-b3c0-27f5345b3c95?utm_referrer=explore
Sales Jawa Tengah,Orang Tua Group,"Gajah Mungkur, Semarang, Jawa Tengah, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/sales-jawa-tengah/c822a9c3-8cc2-405e-a1cf-317fe5eff432?utm_referrer=explore
Teknisi,PT Airia Semesta,"Suko Manunggal, Surabaya, Jawa Timur, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/teknisi/43e51ed8-9b5d-4ca1-94c7-01800f0e4267?utm_referrer=explore
Sales Jawa Barat Utara,Orang Tua Group,"Pekalipan, Cirebon, Jawa Barat, Indonesia",KYC,N/A,https://glints.com/id/opportunities/jobs/sales-jawa-barat-utara/26fc258f-6d61-4a10-ade6-12acb9c2ce36?utm_referrer=explore
NAIL THERAPIST,NB Studio Bekasi,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Transaction Monitoring,N/A,https://glints.com/id/opportunities/jobs/nail-therapist/9eee8b91-ed00-4aa2-9b04-8bdcb97bf191?utm_referrer=explore
CHINESE TEACHER,Central Mandarin,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/chinese-teacher/0cd9b206-3a07-48a0-bd1c-843f9481d068?utm_referrer=explore
Juru Masak,Bakso Benhil (Cabang Setiabudi),"Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/juru-masak/d9ea4d58-6f7b-4761-ab47-b2767ab3d75e?utm_referrer=explore
Bartender,The Blue Door,"Ubud, Gianyar, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/bartender/12353acd-11ec-40a4-ad82-3ec1a985a262?utm_referrer=explore
Staff Hostes,The Blue Door,"Ubud, Gianyar, Bali, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/staff-hostes/c4f8792b-6df7-45ce-8b19-41d66bc85438?utm_referrer=explore
E-Commerce Operations Staff,Ditusi Gaming,"Kelapa Dua, Tangerang, Banten, Indonesia",Musyrifah,N/A,https://glints.com/id/opportunities/jobs/e-commerce-operations-staff/5d2d60ae-5cff-4815-8769-04d2c9c5c2ec?utm_referrer=explore
Waitress DW,The Blue Door,"Ubud, Gianyar, Bali, Indonesia",Musyrif and Arabic Teacher,N/A,https://glints.com/id/opportunities/jobs/waitress-dw/0017e092-cea2-45e7-b5f9-580e7abe37bc?utm_referrer=explore
Waitress Staff,The Blue Door,"Ubud, Gianyar, Bali, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/waitress-staff/7e41d0a6-fdb1-452f-8ae7-25b58f66a1ff?utm_referrer=explore
Fashion Advisor Intern,3mongkis,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/fashion-advisor-intern/9e9f1d76-c7a6-4f91-8f45-63d4f7470148?utm_referrer=explore
Cashier Staff,The Blue Door,"Ubud, Gianyar, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/cashier-staff/5a255af4-2f94-45a0-beb8-385cae0eacdd?utm_referrer=explore
Business Development - Marketing Internship,Emos Global Digital,"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/business-development-marketing-internship/8f2d862e-4aa4-4b30-8c88-51cf1c1d1809?utm_referrer=explore
JUNIOR 3D ARTIST,Sveindonesia,"Kapanewon Ngemplak, Sleman, DI Yogyakarta, Indonesia",Musyrifah,N/A,https://glints.com/id/opportunities/jobs/junior-3d-artist/cd4a11b2-4770-4dbd-9a71-b3691725f9ff?utm_referrer=explore
Android Developer,Pt Integra Pratama,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Musyrif and Arabic Teacher,N/A,https://glints.com/id/opportunities/jobs/android-developer/a84876fc-ddfd-4ea8-ab37-007f74098f65?utm_referrer=explore
Crew Store,Veneta System,"Ciputat, Tangerang Selatan, Banten, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/crew-store/5b9a720d-0624-4f30-9cbc-e10d0084ac77?utm_referrer=explore
Talent Host,Shuaiku Media,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/talent-host/662f64f3-9ad9-4d13-b769-8de9dd94f7a8?utm_referrer=explore
Tenaga Teknis Kefarmasian,Apotek Roxy ,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/tenaga-teknis-kefarmasian/3790fe34-ce65-41da-a186-58f15cdf9902?utm_referrer=explore
Beauty Advisor (Jakarta dan Bandung),PT. Dachin Etech Global,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/beauty-advisor-jakarta-dan-bandung/f0964815-150e-4c63-97ce-0eeb682562b4?utm_referrer=explore
Sales,Vox3,"Denpasar Barat, Denpasar, Bali, Indonesia",Musyrifah,N/A,https://glints.com/id/opportunities/jobs/sales/44acdcd4-b75e-4ba7-a1f7-fefb1c45e045?utm_referrer=explore
Business Development,Vox3,"Denpasar Barat, Denpasar, Bali, Indonesia",Musyrif and Arabic Teacher,N/A,https://glints.com/id/opportunities/jobs/business-development/4e3a34e0-cf5a-4750-803e-901f4ddc2374?utm_referrer=explore
Asisten Tenaga Kefarmasian / Asisten Apoteker,Apotek Roxy ,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/asisten-tenaga-kefarmasian-asisten-apoteker/612f1f02-a72d-4c55-94ac-f5abc52ec0ee?utm_referrer=explore
Head Merchandiser,Samada Group,"Mengwi, Badung, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/head-merchandiser/f628d966-4c49-451a-a351-afaf30034f9d?utm_referrer=explore
